normalize_supplier_name,invoice_description,CategoryLevel1,CategoryLevel2,CategoryLevel3,CategoryLevel4,Cluster
BOUWBEDRIJF PETER PETERS BV,BOUWBEDRIJF PETER PETERS BV,,,,,17
BOVEMA NV,BOVEMA NV,,,,,38
BP CLEANINGOSMOSEWATER ZUIDBROEK,BP CLEANINGOSMOSEWATER ZUIDBROEK,,,,,3
BRADLEY MICHAEL,BRADLEY MICHAEL,,,,,77
BRANDWEERZONE RAND,BRANDWEERZONE RAND,,,,,3
BRANVAZ GROUP SL,BRANVAZ GROUP SL,,,,,52
BRAQUEHAIS MADAME SOPHIE,BRAQUEHAIS MADAME SOPHIE,,,,,30
BRASSERIE BIJGAARDEN,BRASSERIE BIJGAARDEN,,,,,3
BRAUHAUS CONNECTION 77 GMBH&COKG,BRAUHAUS CONNECTION 77 GMBH&COKG,,,,,65
BRAULT MONSIEUR CORENTIN,BRAULT MONSIEUR CORENTIN,,,,,14
BRAULT MONSIEUR CORENTIN,BRAULT MONSIEUR CORENTIN,,,,,14
BRAUN AUTOSERVICE GMBH,BRAUN AUTOSERVICE GMBH,,,,,13
BRAUWERK BAD KREUZNACH,BRAUWERK BAD KREUZNACH,,,,,26
BRENT CROSS PARTNERSHIP,BRENT CROSS PARTNERSHIP,,,,,3
BRENT LISTER LIVESTOCK,BRENT LISTER LIVESTOCK,,,,,3
BRICO IO SPA,BRICO IO SPA,,,,,61
BRIGHTON & HOVE CITY COUNCIL,BRIGHTON & HOVE CITY COUNCIL,,,,,3
BRIGHTON HONDA,BRIGHTON HONDA,,,,,3
BRL EXPLOITATION,BRL EXPLOITATION,,,,,3
BROEKHUIS AUTOSCHADE BARNEVELD,BROEKHUIS AUTOSCHADE BARNEVELD,,,,,98
BROEKHUIS AUTOSCHADE ZEIST,BROEKHUIS AUTOSCHADE ZEIST,,,,,98
BROEKHUIS ZWAAG,BROEKHUIS ZWAAG,,,,,3
BRUCKNER & HASLER GMBH TOYOTA NÜRNBERG,BRUCKNER & HASLER GMBH TOYOTA NÜRNBERG,,,,,3
BRÜGGEMANN GMBH MOERS,BRÜGGEMANN GMBH MOERS,,,,,13
BRUNEAU MONSIEUR GREGOIRE,BRUNEAU MONSIEUR GREGOIRE,,,,,14
BRÜNEO COWORKING & EVENTS GMBH,BRÜNEO COWORKING & EVENTS GMBH,,,,,13
BRUNET CRYSTAL,BRUNET CRYSTAL,,,,,3
BS CARCARE GMBH,BS CARCARE GMBH,,,,,13
BUBBLE DETAIL SL,BUBBLE DETAIL SL,,,,,9
BUDGET GLASS,BUDGET GLASS,,,,,79
BUDGETPARTSNL,BUDGETPARTSNL,,,,,3
BÜHRLI DATAPLAN GLASMATIC GMBH KÖLN,BÜHRLI DATAPLAN GLASMATIC GMBH KÖLN,,,,,37
BURG WASSENBERG BY SALVIO GMBH WASSENBERG,BURG WASSENBERG BY SALVIO GMBH WASSENBERG,,,,,13
BÜRGERAMT CHARLOTTENBURGWILMERSDORF,BÜRGERAMT CHARLOTTENBURGWILMERSDORF,,,,,3
BURKHARD WOLF POTTENSTEIN,BURKHARD WOLF POTTENSTEIN,,,,,3
BUSCH GMBH BAD UND HEIZUNG,BUSCH GMBH BAD UND HEIZUNG,,,,,26
BUSINESS FACTORS DEUTSCHLAND GMBH BERLIN,BUSINESS FACTORS DEUTSCHLAND GMBH BERLIN,,,,,39
BUSINESSVITALHOTEL SUHL,BUSINESSVITALHOTEL SUHL,,,,,3
BUSSEY & SABBERTON BROTHERS LIMITED,BUSSEY & SABBERTON BROTHERS LIMITED,,,,,51
BV PRODUCTIONS,BV PRODUCTIONS,,,,,17
BWS GENERALPLANER GMBH BONN,BWS GENERALPLANER GMBH BONN,,,,,13
BYRNE WALLACE SHIELDS LLP,BYRNE WALLACE SHIELDS LLP,,,,,8
BZ LOCKSMITH & GARAGE DOORS,BZ LOCKSMITH & GARAGE DOORS,,,,,94
C & S ELECTRIC,C & S ELECTRIC,,,,,27
C & T LANDSCAPING,C & T LANDSCAPING,,,,,3
CABELLO MOTOR SL,CABELLO MOTOR SL,,,,,35
CABINET DEXPERTISE GOSSART,CABINET DEXPERTISE GOSSART,,,,,3
CABOHOTEL,CABOHOTEL,,,,,3
CADEAUXPERTS,CADEAUXPERTS,,,,,3
CAFE,CAFE,,,,,3
CAFE SPILL THE BEANS SENC,CAFE SPILL THE BEANS SENC,,,,,3
CALGARY FOOD BANK,CALGARY FOOD BANK,,,,,3
CALIMEROS GMBH BOLERO,CALIMEROS GMBH BOLERO,,,,,13
CAMCAB,CAMCAB,,,,,3
CAMIONMILITAR CB,CAMIONMILITAR CB,,,,,3
CAMP GLOBAL SERVICES SERVEIS INTEGRALSSL KARTING,CAMP GLOBAL SERVICES SERVEIS INTEGRALSSL KARTING,,,,,55
CAMPBELLS AUTO SHOP,CAMPBELLS AUTO SHOP,,,,,12
CAMPS MOTOR SA,CAMPS MOTOR SA,,,,,32
CAMUS GALLEGO ALEJANDRO,CAMUS GALLEGO ALEJANDRO,,,,,3
CANDIDO SIERRA E HIJOS CB,CANDIDO SIERRA E HIJOS CB,,,,,3
CANSU KESKINKILIC WEINHEIM,CANSU KESKINKILIC WEINHEIM,,,,,3
CANTEC FIRE ALARMS,CANTEC FIRE ALARMS,,,,,3
CAP SUD IMMOBILIER,CAP SUD IMMOBILIER,,,,,3
CAP TRANSACTIONS INDUSTRIE,CAP TRANSACTIONS INDUSTRIE,,,,,3
CAPELYOS,CAPELYOS,,,,,3
CAPITAL SAFE & LOCK SERVICE,CAPITAL SAFE & LOCK SERVICE,,,,,18
CAPITOL ENERGY SERVICES,CAPITOL ENERGY SERVICES,,,,,55
CAR,CAR,,,,,42
CAR IMPULS BONN,CAR IMPULS BONN,,,,,42
CARAMELOS CERDAN SL,CARAMELOS CERDAN SL,,,,,9
CARAVANING CITY SL,CARAVANING CITY SL,,,,,9
CARBONE,CARBONE,,,,,3
CARIM AUTOSERVICE,CARIM AUTOSERVICE,,,,,3
CARLOS DANIEL RAMIREZ DEL VALLE ISPRINGEN,CARLOS DANIEL RAMIREZ DEL VALLE ISPRINGEN,,,,,84
CAROLIN PETERS FITZBEK,CAROLIN PETERS FITZBEK,,,,,3
CAROZZI JEAN,CAROZZI JEAN,,,,,3
CARPROF AUTOJORG VEGHEL,CARPROF AUTOJORG VEGHEL,,,,,3
CARRALERO MARTINEZ LUIS,CARRALERO MARTINEZ LUIS,,,,,69
CARRENTMONTABAUR HEILIGENROTH,CARRENTMONTABAUR HEILIGENROTH,,,,,3
CARRERE CHRISTIAN,CARRERE CHRISTIAN,,,,,50
CARROCERIAS FIDEL SL,CARROCERIAS FIDEL SL,,,,,9
CARROCERIAS FIDEL SL,CARROCERIAS FIDEL SL,,,,,9
CARROSSERIE LABRIMONTOISE SRL,CARROSSERIE LABRIMONTOISE SRL,,,,,19
CARSTEN BISSLING RHEINBERG,CARSTEN BISSLING RHEINBERG,,,,,3
CARSTEN VAN EDIG KIEL,CARSTEN VAN EDIG KIEL,,,,,28
CARTIER CHEVROLET BUICK GMC,CARTIER CHEVROLET BUICK GMC,,,,,3
CARTIER MIGUEL,CARTIER MIGUEL,,,,,3
CARTIM BV,CARTIM BV,,,,,17
CARTOP BOCHUM,CARTOP BOCHUM,,,,,97
CARTRONIC BVBA,CARTRONIC BVBA,,,,,6
CARVAN CENTER PETSCHOW NEUHINRICHSDORF,CARVAN CENTER PETSCHOW NEUHINRICHSDORF,,,,,3
CASA CAVA,CASA CAVA,,,,,3
CASCINA CAREMMA,CASCINA CAREMMA,,,,,3
CASCINA SANTA MARTA,CASCINA SANTA MARTA,,,,,3
CAVAZZINI PUBBLICITA SRL,CAVAZZINI PUBBLICITA SRL,,,,,19
CBHA U13AA RANGERS,CBHA U13AA RANGERS,,,,,3
CBRE PROJECT MANAGEMENT SA,CBRE PROJECT MANAGEMENT SA,,,,,43
CBRE UK PROPERTY PAIF,CBRE UK PROPERTY PAIF,,,,,20
CBSA DUTIES TAXES AND FEES,CBSA DUTIES TAXES AND FEES,,,,,3
CC BANDENCENTRALE,CC BANDENCENTRALE,,,,,3
CCC EXPERTS,CCC EXPERTS,,,,,3
CD AND R GALAXY UK OPCO LIMITED,CD AND R GALAXY UK OPCO LIMITED,,,,,20
CD ENVIRONNEMENT,CD ENVIRONNEMENT,,,,,3
CED NEDERLAND BV,CED NEDERLAND BV,,,,,17
CEETRUS FRANCE SA,CEETRUS FRANCE SA,,,,,86
CELINA LAMMERTZ ALSDORF,CELINA LAMMERTZ ALSDORF,,,,,3
CENNTRO ELECAUTOMOTIV SL,CENNTRO ELECAUTOMOTIV SL,,,,,9
CENTAURE GRAND EST,CENTAURE GRAND EST,,,,,3
CENTAURE RHONE ALPES,CENTAURE RHONE ALPES,,,,,3
CENTENARY ESTATE PARTNERSHIP,CENTENARY ESTATE PARTNERSHIP,,,,,3
CENTRAL AUTOS,CENTRAL AUTOS,,,,,3
CENTRALTAX,CENTRALTAX,,,,,3
CENTURY MAZDA,CENTURY MAZDA,,,,,3
CEPR,CEPR,,,,,3
CERBERE A JAMAIS,CERBERE A JAMAIS,,,,,3
CERRAMIENTOS Y PREFABRIC DEL NORTE SA,CERRAMIENTOS Y PREFABRIC DEL NORTE SA,,,,,32
CERTA PROPAINTERS,CERTA PROPAINTERS,,,,,3
CETIN ZAFER STUTTGART,CETIN ZAFER STUTTGART,,,,,75
CFK GGMBH CENTRUM FÜR FREIZEIT UND KOMMUNIKATION,CFK GGMBH CENTRUM FÜR FREIZEIT UND KOMMUNIKATION,,,,,23
CFR BOUGE,CFR BOUGE,,,,,3
CHALET COUVERT BV,CHALET COUVERT BV,,,,,17
CHAMAELEON DIGITAL VISION GMBH DÜSSELDORF,CHAMAELEON DIGITAL VISION GMBH DÜSSELDORF,,,,,40
CHAMIGLASS SLU,CHAMIGLASS SLU,,,,,63
CHANTAL PREISIGKE SEEVETAL,CHANTAL PREISIGKE SEEVETAL,,,,,3
CHAOUCHE MONSIEUR ADAM,CHAOUCHE MONSIEUR ADAM,,,,,14
CHAPA & PINTURA HNOS MUÑOZ SL,CHAPA & PINTURA HNOS MUÑOZ SL,,,,,9
CHAPA Y PINTURA LA PEDRERA SL,CHAPA Y PINTURA LA PEDRERA SL,,,,,3
CHAPA Y PINTURA LA PEDRERA SL,CHAPA Y PINTURA LA PEDRERA SL,,,,,3
CHAPACAR SA,CHAPACAR SA,,,,,32
CHAPEL HOUSE MOTOR CO,CHAPEL HOUSE MOTOR CO,,,,,35
CHAPISTERIA ALFONSO SL,CHAPISTERIA ALFONSO SL,,,,,9
CHARGEPOINT NETWORK UK,CHARGEPOINT NETWORK UK,,,,,20
CHARITIES AID FOUNDATION,CHARITIES AID FOUNDATION,,,,,3
CHARLESNICOLASCREMER MONSIEUR TRISTAN,CHARLESNICOLASCREMER MONSIEUR TRISTAN,,,,,14
CHARTRE MATHIEU,CHARTRE MATHIEU,,,,,3
CHATEAU LA ROBEYERE SARL,CHATEAU LA ROBEYERE SARL,,,,,49
CHATRON KERHARO MONSIEUR ERWAN,CHATRON KERHARO MONSIEUR ERWAN,,,,,14
CHAUSSETTES SOLIDAIRES,CHAUSSETTES SOLIDAIRES,,,,,3
CHAVERNAC MONSIEUR GREGORY,CHAVERNAC MONSIEUR GREGORY,,,,,14
CHEMAX,CHEMAX,,,,,3
CHENER DOULASHI KÖLN,CHENER DOULASHI KÖLN,,,,,37
CHEROKEE 4 ME,CHEROKEE 4 ME,,,,,3
CHRIS WOODROW,CHRIS WOODROW,,,,,3
CHRISAL NV,CHRISAL NV,,,,,38
CHRISTIAN ARNOLD STUER,CHRISTIAN ARNOLD STUER,,,,,50
CHRISTIAN BODE DÜSSELDORF,CHRISTIAN BODE DÜSSELDORF,,,,,50
CHRISTIAN BORCHERT DÄNISCHENHA,CHRISTIAN BORCHERT DÄNISCHENHA,,,,,50
CHRISTIAN DIRRING LEIMEN,CHRISTIAN DIRRING LEIMEN,,,,,50
CHRISTIAN KNY SÜLZETAL,CHRISTIAN KNY SÜLZETAL,,,,,50
CHRISTIAN KÜHN SINN,CHRISTIAN KÜHN SINN,,,,,50
CHRISTIAN MARANKE LÜCHFELD,CHRISTIAN MARANKE LÜCHFELD,,,,,50
CHRISTIAN PELLOTH CASTROPRAUXEL,CHRISTIAN PELLOTH CASTROPRAUXEL,,,,,50
CHRISTIAN SCHÄFER DUISBURG,CHRISTIAN SCHÄFER DUISBURG,,,,,50
CHRISTIAN SCHOPHAUS OBERHAUSEN,CHRISTIAN SCHOPHAUS OBERHAUSEN,,,,,50
CHRISTINA HEISLER STADTALLENDORF,CHRISTINA HEISLER STADTALLENDORF,,,,,3
CHRISTINA LAHN VOLXHEIM,CHRISTINA LAHN VOLXHEIM,,,,,3
CHRISTINE HANSEN GRAFSCHAFT,CHRISTINE HANSEN GRAFSCHAFT,,,,,3
CHRISTOFFEL STADSBISTRO,CHRISTOFFEL STADSBISTRO,,,,,3
CHRISTOPH MAIER NOTZINGEN,CHRISTOPH MAIER NOTZINGEN,,,,,3
CHRISTOPH RAUSCHENBACH LANGE,CHRISTOPH RAUSCHENBACH LANGE,,,,,3
CHRISTOPHER KÜHNER BREKENDORF,CHRISTOPHER KÜHNER BREKENDORF,,,,,3
CHRISTOPHER MARKMANN SEEVETAL,CHRISTOPHER MARKMANN SEEVETAL,,,,,3
CIDADE MICHAEL,CIDADE MICHAEL,,,,,77
CIFCO CAPITAL,CIFCO CAPITAL,,,,,3
CIMAR SOCIETA COOPERATIVA,CIMAR SOCIETA COOPERATIVA,,,,,3
CINEY AUTOMOBILES SA,CINEY AUTOMOBILES SA,,,,,32
CIRCLE OF INVENTION LDA,CIRCLE OF INVENTION LDA,,,,,3
CISCOM INTERNET LIMITED TA ERGOPRO,CISCOM INTERNET LIMITED TA ERGOPRO,,,,,51
CISION PORTUGAL DIST INFORM GERAL SA,CISION PORTUGAL DIST INFORM GERAL SA,,,,,32
CITIZNPANY,CITIZNPANY,,,,,3
CITY 6000 HEINSBERG,CITY 6000 HEINSBERG,,,,,3
CITY HOTEL AM CSS,CITY HOTEL AM CSS,,,,,58
CITY OF BURNABY,CITY OF BURNABY,,,,,3
CITY OF SELKIRK,CITY OF SELKIRK,,,,,3
CITY WIDE TOWING,CITY WIDE TOWING,,,,,3
CITYHOTEL KURFÜRST BALDUIN,CITYHOTEL KURFÜRST BALDUIN,,,,,3
CIVI AUTO SPORT SL,CIVI AUTO SPORT SL,,,,,12
CLAEYS & ENGELS BV,CLAEYS & ENGELS BV,,,,,17
CLASSCROUTE TOURS NORD,CLASSCROUTE TOURS NORD,,,,,88
CLEAN SERVICE,CLEAN SERVICE,,,,,18
CLEARVIEW AUTO GLASS & TINTING,CLEARVIEW AUTO GLASS & TINTING,,,,,79
CLEFERM,CLEFERM,,,,,3
CLIMATICIENS DE FRANCE,CLIMATICIENS DE FRANCE,,,,,86
CLIMATISATION DUPLESSIS,CLIMATISATION DUPLESSIS,,,,,3
CLM CARROSSERIE,CLM CARROSSERIE,,,,,3
CMS COLLECTION GMBH MAINZ,CMS COLLECTION GMBH MAINZ,,,,,13
COAST NORTH VANCOUVER,COAST NORTH VANCOUVER,,,,,3
COASTAL DISTRIBUTORS,COASTAL DISTRIBUTORS,,,,,3
COAUTO BILBAO SL,COAUTO BILBAO SL,,,,,9
COFICAD,COFICAD,,,,,3
COGA BV,COGA BV,,,,,17
COGENCY GLOBAL,COGENCY GLOBAL,,,,,3
COGNAC AUTOMOBILES DISTRIB,COGNAC AUTOMOBILES DISTRIB,,,,,3
COHEN ZIFFER FRENCHMAN AND MCKENNA,COHEN ZIFFER FRENCHMAN AND MCKENNA,,,,,3
COLBA MQ SRL,COLBA MQ SRL,,,,,19
COLLET,COLLET,,,,,3
COLLEY KRISTYN,COLLEY KRISTYN,,,,,3
COLORWORKS EXPRESS BURLINGTON,COLORWORKS EXPRESS BURLINGTON,,,,,3
COMCEPT360,COMCEPT360,,,,,3
COME IN VR,COME IN VR,,,,,3
COMERCIAL DIMOVIL SL,COMERCIAL DIMOVIL SL,,,,,9
COMMENCAIS MONSIEUR AXEL,COMMENCAIS MONSIEUR AXEL,,,,,14
COMMERCE RECHANGE AUTO CORA,COMMERCE RECHANGE AUTO CORA,,,,,12
COMPLEX BOWL,COMPLEX BOWL,,,,,3
COMPLIMENTNL BV,COMPLIMENTNL BV,,,,,17
COMPOHAUTRICHELIEU,COMPOHAUTRICHELIEU,,,,,3
COMUNICACION Y MARKETING SL,COMUNICACION Y MARKETING SL,,,,,9
CONFARSYSTEM SRL,CONFARSYSTEM SRL,,,,,19
CONFLANS LOISIRS,CONFLANS LOISIRS,,,,,3
CONNECTING VISION ECOSYSTEMS SL,CONNECTING VISION ECOSYSTEMS SL,,,,,9
CONRAD CONSULTING NV,CONRAD CONSULTING NV,,,,,38
CONS ELECTRIC CO,CONS ELECTRIC CO,,,,,27
CONSEILLERS EN GESTION,CONSEILLERS EN GESTION,,,,,80
CONSORZIO DI REVISIONE AUTO SCRL,CONSORZIO DI REVISIONE AUTO SCRL,,,,,57
CONSUULT,CONSUULT,,,,,3
CONVERSIONXL,CONVERSIONXL,,,,,3
CONVICTIONS RH,CONVICTIONS RH,,,,,3
COOPERS TOWING,COOPERS TOWING,,,,,3
COPIES EN FIL,COPIES EN FIL,,,,,80
COPROPIETARIOS BAHIA SERENA SL,COPROPIETARIOS BAHIA SERENA SL,,,,,9
CORAIRIE MADAME MARIE,CORAIRIE MADAME MARIE,,,,,30
CORAIRIE MADAME MARIE,CORAIRIE MADAME MARIE,,,,,30
CORNELIA UND MATTHIAS WINTER,CORNELIA UND MATTHIAS WINTER,,,,,23
CORNELIU CAPORANI BAD KLOSTERLAUSNITZ,CORNELIU CAPORANI BAD KLOSTERLAUSNITZ,,,,,26
CORNILLEAU SAS,CORNILLEAU SAS,,,,,68
CORPORATION OF LONDON,CORPORATION OF LONDON,,,,,3
CORREDOR GIL MOTOR SA,CORREDOR GIL MOTOR SA,,,,,32
CORSEARCH EUROPE SA,CORSEARCH EUROPE SA,,,,,32
COSONAIR OHG,COSONAIR OHG,,,,,3
COSTAR UK LIMITED,COSTAR UK LIMITED,,,,,20
COTE JUSTIN,COTE JUSTIN,,,,,3
COUDERT FLAMMERY & ASSOCIES SELARL,COUDERT FLAMMERY & ASSOCIES SELARL,,,,,3
COULAUDON VALENTIN,COULAUDON VALENTIN,,,,,3
COUPON MONSIEUR DAMIEN,COUPON MONSIEUR DAMIEN,,,,,14
COVACIU MONSIEUR GRATIAN,COVACIU MONSIEUR GRATIAN,,,,,14
COVALUX SA,COVALUX SA,,,,,32
CP DISTRIBUTION,CP DISTRIBUTION,,,,,3
CPST LAW LLP,CPST LAW LLP,,,,,8
CRAFTSMAN COLLISION 1981LTD,CRAFTSMAN COLLISION 1981LTD,,,,,3
CRANBROOK TOYOTA,CRANBROOK TOYOTA,,,,,3
CRASH & LACK INH B ACHKAR NEUMÜNSTER,CRASH & LACK INH B ACHKAR NEUMÜNSTER,,,,,3
CRAVATH SWAINE AND MOORE LLP,CRAVATH SWAINE AND MOORE LLP,,,,,8
CREDITREFORM ASCHAFFENBURG,CREDITREFORM ASCHAFFENBURG,,,,,3
CREDITREFORM NEUMÜNSTER HANISCH KG,CREDITREFORM NEUMÜNSTER HANISCH KG,,,,,31
CRESPO DEL POZO JOSE MARIA,CRESPO DEL POZO JOSE MARIA,,,,,54
CRESTLINE COACH,CRESTLINE COACH,,,,,3
CRISTOBAL MONSIEUR JOSE,CRISTOBAL MONSIEUR JOSE,,,,,71
CROWN SHRED & RECYCLING,CROWN SHRED & RECYCLING,,,,,3
CRUCIANI SPRL,CRUCIANI SPRL,,,,,3
CRUICKSHANK STEPHEN,CRUICKSHANK STEPHEN,,,,,3
CRUZ MOTOR SL,CRUZ MOTOR SL,,,,,35
CRYNS NV,CRYNS NV,,,,,38
CRYNS NV CARROSSERIECENTER,CRYNS NV CARROSSERIECENTER,,,,,38
CS EVENTSERVICE LEVERKUSEN,CS EVENTSERVICE LEVERKUSEN,,,,,3
CSM GVH SERVEIS CENTRALS SA,CSM GVH SERVEIS CENTRALS SA,,,,,32
CSNRELIABLE AUTO BODY,CSNRELIABLE AUTO BODY,,,,,12
CTA,CTA,,,,,3
CTS CONCEPT,CTS CONCEPT,,,,,3
CUABAR NEXT GENERATION GMBH HANNOVER,CUABAR NEXT GENERATION GMBH HANNOVER,,,,,13
CUCCHI MONSIEUR YANNICK,CUCCHI MONSIEUR YANNICK,,,,,14
CUEVA RUESCA MIGUEL ANGEL,CUEVA RUESCA MIGUEL ANGEL,,,,,3
CUPERUS REPAIR,CUPERUS REPAIR,,,,,3
CUSTOM GLASS SOLUTIONS,CUSTOM GLASS SOLUTIONS,,,,,79
CUSTOMER CONTACT & CXFORUM,CUSTOMER CONTACT & CXFORUM,,,,,3
CVSIEA,CVSIEA,,,,,3
CX BRUSSELS,CX BRUSSELS,,,,,3
CYBERSEC HUB SL,CYBERSEC HUB SL,,,,,9
CYSTIC FIBROSIS CANADA,CYSTIC FIBROSIS CANADA,,,,,3
D & S AUTO,D & S AUTO,,,,,12
D&M CLEANING SERVICES,D&M CLEANING SERVICES,,,,,55
D&P EXCLUSIVE CAR PARTS,D&P EXCLUSIVE CAR PARTS,,,,,42
DA SILVA CORREA CANDIDO,DA SILVA CORREA CANDIDO,,,,,3
DA SILVA MONSIEUR REMI,DA SILVA MONSIEUR REMI,,,,,14
DAB NV,DAB NV,,,,,38
DACHBAU KRIEG GMBH EISENACH,DACHBAU KRIEG GMBH EISENACH,,,,,13
DAGSTER LABS,DAGSTER LABS,,,,,3
DALMAT MONSIEUR CHARLES ANDRE,DALMAT MONSIEUR CHARLES ANDRE,,,,,14
DAMOTECH,DAMOTECH,,,,,3
DANIEL KLASSEN FRANKENTHAL,DANIEL KLASSEN FRANKENTHAL,,,,,84
DANIEL KLOSKY LACKIERMEISTERBETRIEB STOLBERG,DANIEL KLOSKY LACKIERMEISTERBETRIEB STOLBERG,,,,,84
DANIEL SCHÖNWALD HAIMHAUSEN,DANIEL SCHÖNWALD HAIMHAUSEN,,,,,84
DANIEL SHEIKH MÜNCHEN,DANIEL SHEIKH MÜNCHEN,,,,,84
DANIELA GREWENZELL LÜNEBURG,DANIELA GREWENZELL LÜNEBURG,,,,,3
DANIELA MEISER MARPINGEN,DANIELA MEISER MARPINGEN,,,,,3
DANIELA PFISTER BAMBERG,DANIELA PFISTER BAMBERG,,,,,3
DANTINPETIT,DANTINPETIT,,,,,3
DAPPERS HOTEL BAD KISSINGEN,DAPPERS HOTEL BAD KISSINGEN,,,,,26
DARE SUSTAINABLE SOLUTIONS,DARE SUSTAINABLE SOLUTIONS,,,,,56
DARGON MONSIEUR HAROLD,DARGON MONSIEUR HAROLD,,,,,14
DARTY GRAND OUEST,DARTY GRAND OUEST,,,,,3
DASHLANE SAS,DASHLANE SAS,,,,,68
DATASITE UK,DATASITE UK,,,,,20
DATAYOUZ,DATAYOUZ,,,,,3
DAVIS BRETT,DAVIS BRETT,,,,,3
DAVIS THAD,DAVIS THAD,,,,,3
DAWN WALZL RÖHRNBACH,DAWN WALZL RÖHRNBACH,,,,,3
DC HOTEL,DC HOTEL,,,,,58
DDS CONFERENCING & CATERING GMBH BERLIN,DDS CONFERENCING & CATERING GMBH BERLIN,,,,,39
DE AUTOSPECIALIST,DE AUTOSPECIALIST,,,,,3
DE MASI & DI MARCO GBR SAARBRÜCKEN,DE MASI & DI MARCO GBR SAARBRÜCKEN,,,,,96
DE PERSGROEP NEDERLAND BV,DE PERSGROEP NEDERLAND BV,,,,,17
DE PRINS NV,DE PRINS NV,,,,,38
DE SAINT ANDRE MONSIEUR ARNAUD,DE SAINT ANDRE MONSIEUR ARNAUD,,,,,14
DE SLAK BV,DE SLAK BV,,,,,17
DE TOEKOMST,DE TOEKOMST,,,,,3
DE TRENTINIAN ELZEAR,DE TRENTINIAN ELZEAR,,,,,3
DE ZALEN VAN ZEVEN,DE ZALEN VAN ZEVEN,,,,,73
DECOREXPRESS 2000 SL,DECOREXPRESS 2000 SL,,,,,9
DEKKER AUTOGROEP,DEKKER AUTOGROEP,,,,,3
DELA TORRE SHELLA,DELA TORRE SHELLA,,,,,3
DELAN,DELAN,,,,,3
DELEAGE EXPANSION,DELEAGE EXPANSION,,,,,3
DELECLUSE MONSIEUR PACOME,DELECLUSE MONSIEUR PACOME,,,,,14
DELEERSNYDER NV,DELEERSNYDER NV,,,,,38
DELGADO ORTEGA ERICK MICHAEL,DELGADO ORTEGA ERICK MICHAEL,,,,,77
DELI UCCLE SPRL,DELI UCCLE SPRL,,,,,3
DELIZIA CAFFE SRL,DELIZIA CAFFE SRL,,,,,19
DELLENTECHNIKER LANG KALLMÜNZ,DELLENTECHNIKER LANG KALLMÜNZ,,,,,3
DELLOYE MONSIEUR TANGUY,DELLOYE MONSIEUR TANGUY,,,,,14
DELOITTE CONSEIL,DELOITTE CONSEIL,,,,,3
DELOITTE CONSULTING SRL,DELOITTE CONSULTING SRL,,,,,19
DELOITTE STRATEGY RISK & TRANSACTION SLU,DELOITTE STRATEGY RISK & TRANSACTION SLU,,,,,63
DELPARK GMBH BERLIN,DELPARK GMBH BERLIN,,,,,39
DELVIGNE MONSIEUR PASCAL,DELVIGNE MONSIEUR PASCAL,,,,,4
DEMOCAR SOCOP,DEMOCAR SOCOP,,,,,3
DENEIGEMENT FS,DENEIGEMENT FS,,,,,3
DENEIGEMENT MAS BESSETTE,DENEIGEMENT MAS BESSETTE,,,,,3
DENIAUD MONSIEUR LAURENT,DENIAUD MONSIEUR LAURENT,,,,,14
DENIAUD MONSIEUR LAURENT,DENIAUD MONSIEUR LAURENT,,,,,14
DENNIS EHLEN ESSEN,DENNIS EHLEN ESSEN,,,,,3
DENNIS LIND GUDENSBERG,DENNIS LIND GUDENSBERG,,,,,3
DEPOLIM,DEPOLIM,,,,,3
DESGUACE CALLOSA Y TALLER FAUSTO SLU,DESGUACE CALLOSA Y TALLER FAUSTO SLU,,,,,63
DESGUACE CHAPARREJO E HIJOS SL,DESGUACE CHAPARREJO E HIJOS SL,,,,,9
DESGUACES GARCIA Y ARRAUSI SL,DESGUACES GARCIA Y ARRAUSI SL,,,,,72
DESGUACES STOP DESGUACES FONTANET SL,DESGUACES STOP DESGUACES FONTANET SL,,,,,9
DESGUACES VIDAURRETA SL,DESGUACES VIDAURRETA SL,,,,,9
DESIGN OFFICES,DESIGN OFFICES,,,,,3
DESIREE CALDEWEY KARLSRUHE,DESIREE CALDEWEY KARLSRUHE,,,,,33
DESJARDINS ASSURANCES,DESJARDINS ASSURANCES,,,,,3
DESJARDINS CHARLESERIC,DESJARDINS CHARLESERIC,,,,,3
DESJARDINS HUISSIERS DE,DESJARDINS HUISSIERS DE,,,,,3
DESMARTHONMERCADIE SASU,DESMARTHONMERCADIE SASU,,,,,3
DESPREKERNL,DESPREKERNL,,,,,3
DETAILED WIRING,DETAILED WIRING,,,,,3
DEUREN SERVICE DEN BESTEN,DEUREN SERVICE DEN BESTEN,,,,,18
DEVESELEER NV,DEVESELEER NV,,,,,38
DHL GLOBAL FORWARDING,DHL GLOBAL FORWARDING,,,,,3
DIAZ GUERRA LUIS,DIAZ GUERRA LUIS,,,,,69
DIAZ HERNANDEZ JUAN,DIAZ HERNANDEZ JUAN,,,,,89
DIAZ LOPEZ INVERSIONES SL,DIAZ LOPEZ INVERSIONES SL,,,,,9
DIELEMAN NV,DIELEMAN NV,,,,,38
DIESEL SHERBRROKE,DIESEL SHERBRROKE,,,,,3
DIETBERT LOCH DINSLAKEN,DIETBERT LOCH DINSLAKEN,,,,,3
DIETER KAMPKÖTTER DÜSSELDORF,DIETER KAMPKÖTTER DÜSSELDORF,,,,,40
